Text,Family,Evidence,TopCorrect,AnyCorrect,Groundings,,,,,,,,,,,,,,,,
ASN,,Mutation of asparagine (Asn(1050)) within the activation loop to aspartic acid promoted enhanced ligand-dependent tyrosine autophosphorylation and kinase activation in vivo and in vitro.,0,0,,,,,,,,,,,,,,,,,
hepatocellular carcinoma,,A comparative study of P53/MDM2 genes alterations and P53/MDM2 proteins immunoreactivity in liver cirrhosis and hepatocellular carcinoma.,,,EFO/0000182/hepatocellular carcinoma/0.85366,NCIT/C3099/hepatocellular carcinoma/0.85366,,,,,,,,,,,,,,,
breast cancer,,"We selected 1,001 women with early onset nonfamilial invasive breast cancer from the Prospective study of Outcomes in Sporadic versus Hereditary breast cancer (POSH) cohort and genotyped 206 single nu",,,NCIT/C4872/breast carcinoma/0.70732,EFO/0000305/breast carcinoma/0.70582,,,,,,,,,,,,,,,
P2RX7,,The P2RX7 gene (coding for P2X7 purinergic receptor) has been suggested as a susceptibility gene for both MDD and BPD.,,,HGNC/8537/purinergic receptor P2X 7/0.85366,,,,,,,,,,,,,,,,
alcoholic liver cirrhosis,,Genotyping of the aforementioned polymorphism was done by polymerase chain reaction and digestion with restriction enzymes in 257 male alcoholics (161 without liver disease and 96 with alcoholic liver,,,EFO/1000802/alcoholic liver cirrhosis/0.85366,,,,,,,,,,,,,,,,
TISSUE,,"In this study, we reported that the expression of miR-370 was upregulated in replantation tissues.",0,0,,,,,,,,,,,,,,,,,
Nucleotide,,"The incidence of the mutant alleles in the patient and control groups showed no significant difference, suggesting that these mutations are rare single nucleotide polymorphisms unrelated with tumorige",,,CHEBI/36976/nucleotide/0.85013,,,,,,,,,,,,,,,,
GOAL,,"The goal of this study was to examine the effect that four novel MTTP missense mutations had on protein interactions, expression and lipid-transfer activity, and to determine which mutations were resp",0,0,,,,,,,,,,,,,,,,,
immunity,,"Interleukin 6 (IL-6) plays a crucial role in immunity and fibrosis, both key aspects of SSc.",,,NCIT/C16710/immunity/0.85366,,,,,,,,,,,,,,,,
ALDH7,,The ALDH7 gene spans about 20 kb of the human genomic DNA and is composed of 9 coding exons.,,,HGNC/410/aldehyde dehydrogenase 3 family member B1/0.26829,HGNC/412/aldehyde dehydrogenase 9 family member A1/0.26829,,,,,,,,,,,,,,,
POSITION-52,,"However, only few reports have shown an association between the Arginine (R) variant at position 52 of p53 and increased susceptibility to HPV E6 mediated degradation and thus to increased cancer susc",0,0,,,,,,,,,,,,,,,,,
protein tyrosine phosphatase,,"Here, we demonstrate that vascular endothelial growth factor (VEGF) directly and negatively regulates tumor cell invasion through enhanced recruitment of the protein tyrosine phosphatase 1B (PTP1B) to",,,GO/0004725/protein tyrosine phosphatase activity/0.85366,NCIT/C17444/protein tyrosine phosphatase/0.85366,XFAM/PF04387/PTPLA/0.56098,,,,,,,,,,,,,,
OR,,Our study revealed a significant association between 593TT GPx1 genotype and mortality; the mortality rate was higher in homozygous 593TT GPx1 (N=94) when compared with the group of subjects with geno,,,UP/C1FW08/Ornithine racemase/0.85366,,,,,,,,,,,,,,,,
ADHESION,,"In keratinocytes, RhoA is activated at early times of differentiation and plays an essential function in establishment of cell-cell adhesion.",0,0,,,,,,,,,,,,,,,,,
Prostate Cancer,,Recent studies show that microRNA miR-124 exerts a tumor suppressive function in prostate cancer.,,,NCIT/C4863/prostate carcinoma/0.70732,EFO/0000673/prostate adenocarcinoma/0.70582,EFO/0001663/prostate carcinoma/0.70582,,,,,,,,,,,,,,
PATHWAY,,Rab GTPases regulate the membrane transport pathways by recruiting their specific effector proteins.,0,0,,,,,,,,,,,,,,,,,
PKC,,This may be due to the inhibition of protein kinase C (PKC) activity since RO318220; a specific inhibitor of PKC also increased MIP-2 secretion.,,,BE/PKC/PKC/1.0,UP/P34722/Protein kinase C-like 1/0.85366,UP/P05130/Protein kinase C, brain isozyme/0.85366,UP/P13678/Protein kinase C/0.85366,FA/03065/PKC subfamily/0.85366,NCIT/C17017/protein kinase-C/0.70732,NCIT/C101621/PRRT2/0.70732,HGNC/30500/proline rich transmembrane protein 2/0.56098,,,,,,,,
CELL,,We examined the mechanism by which protease-activated receptor (PAR)-1 is desensitized by comparing the effect of thrombin and the soluble agonist peptide SFLLRN on Ca(2+)responses in HSY-EA1 cells.,0,0,,,,,,,,,,,,,,,,,
DAPK1,,"Once grade and pathological nodal status (pN stage) were taken into account, SNPs in ESR1 and LSP1 showed no independent survival difference, whereas the effects of the DAPK1 SNP were removed when cor",,,HGNC/2674/death associated protein kinase 1/0.85366,NCIT/C60653/DAPK1/0.85366,,,,,,,,,,,,,,,
Ah receptor,,We have mapped the Ah receptor nuclear translocator (ARNT) gene to a conserved linkage group located on mouse chromosome 3 and human chromosome 1.,,,UP/P35869/Aryl hydrocarbon receptor/0.85366,UP/P30561/Aryl hydrocarbon receptor/0.85366,NCIT/C17273/aryl hydrocarbon receptor/0.70732,,,,,,,,,,,,,,
envelope glycoprotein,,Linkage of amino acid variation and evolution of human immunodeficiency virus type 1 gp120 envelope glycoprotein (subtype B) with usage of the second receptor.,,,UP/P27427/Envelope glycoprotein/0.85366,UP/P31789/Envelope glycoprotein/0.85366,UP/etc/None/0.12195,,,,,,,,,,,,,,
DISEASE,,These studies support emerging evidence that early endocytic defects impact NPC disease and suggest that such heterogeneity in NPC disease could result in diverse responses to therapeutic intervention,0,0,,,,,,,,,,,,,,,,,
MOUSE,,Northern blot analysis to detect tissue specificity indicates that the human and mouse genes are expressed predominantly in the testis.,0,0,,,,,,,,,,,,,,,,,
p53,,Inhibition of histone deacetylases also interfered with the repression of hTERT by p53.,,,FA/02632/p53 family/0.85366,NCIT/C52271/TP53/0.70732,NCIT/C17387/tumor protein-p53/0.70379,HGNC/11998/tumor protein p53/0.56098,XFAM/PF11619/P53 C/0.55745,,,,,,,,,,,,
neuron-specific enolase,,Expression of the alpha-subunit of the taste-specific G protein alpha-gustducin and the glycolytic enzyme neuron-specific enolase (NSE) was investigated immunohistochemically in human circumvallate an,,,NCIT/C62216/gamma-enolase/0.70732,UP/P09104/Gamma-enolase/0.56098,UP/P17183/Gamma-enolase/0.56098,UP/P07323/Gamma-enolase/0.56098,,,,,,,,,,,,,
mRAD9B,,The Mrad9B protein is 398 amino acids long and is 50% similar and 35% identical to its paralogue.,,,UP/Q6WBX7/Cell cycle checkpoint control protein RAD9B/0.55541,,,,,,,,,,,,,,,,
VENTRICLE,,FGF receptors have been implicated in the pathogenesis of left ventricular (LV) hypertrophy.,0,0,,,,,,,,,,,,,,,,,
Tumor,,"SPINT2 gene expression was down-regulated and MET expression was up-regulated in 73.2% and 45.5% of tumors, respectively, by quantitative real-time PCR.",,,EFO/0000616/neoplasm/0.70379,,,,,,,,,,,,,,,,
VEGFR2,,VEGF inhibits tumor cell invasion and mesenchymal transition through a MET/VEGFR2 complex.,,,UP/P52583/Vascular endothelial growth factor receptor 2/0.85361,UP/Q5GIT4/Vascular endothelial growth factor receptor 2/0.85361,UP/P35968/Vascular endothelial growth factor receptor 2/0.85361,UP/P35918/Vascular endothelial growth factor receptor 2/0.85361,UP/O08775/Vascular endothelial growth factor receptor 2/0.85361,NCIT/C52172/KDR/0.70732,NCIT/C28496/vascular endothelial growth factor receptor-2/0.70727,HGNC/6307/kinase insert domain receptor/0.56098,,,,,,,,,
c-Myc,,c-MYC also activates telomerase by inducing expression of its catalytic subunit (h-TERT).,,,UP/P49709/Transcriptional regulator Myc/0.85284,UP/P01109/Myc proto-oncogene protein/0.85284,UP/P06646/Transcriptional regulator Myc/0.85284,NCIT/C53086/MYC/0.70582,HGNC/7553/v-myc avian myelocytomatosis viral oncogene homolog/0.56016,UP/Q17103/Myc protein/0.55948,,,,,,,,,,,
IL6,,"In the IL6 allelic combination analyses, the GGC allelic combination rs2069827-rs1800795-rs2069840 showed an association with overall SSc (Bonferroni p = 0.016, OR 1.13, 95% CI 1.04-1.23).",,,HGNC/6018/interleukin 6/0.85366,NCIT/C50940/IL6/0.85366,UP/P05231/Interleukin-6/0.85361,UP/P08505/Interleukin-6/0.85361,FA/01830/IL-6 superfamily/0.85361,NCIT/C20451/interleukin-6/0.70732,,,,,,,,,,,
keratinocyte,,"In keratinocytes, RhoA is activated at early times of differentiation and plays an essential function in establishment of cell-cell adhesion.",,,BTO/0000667/keratinocyte/0.85366,CO/0000312/keratinocyte/0.85366,,,,,,,,,,,,,,,
arteriogenesis,,"Hepatocyte growth factor (HGF) treats ischemic disease by promoting arteriogenesis, however, its mechanism of action is not known.",,,GO/0048844/artery morphogenesis/0.70732,,,,,,,,,,,,,,,,
behavior,,Serotoninergic dysfunction leads to neurodevelopmental abnormalities and behavioral impairments.,,,GO/0007610/behavior/0.85366,,,,,,,,,,,,,,,,
susceptibility gene,,"Linkage to human chromosome 17q, homologous to a locus linked to experimental animal models of multiple sclerosis, has been widely replicated and the region likely to harbour a multiple sclerosis susc",,,NCIT/C18521/cancer-predisposing gene/0.70732,,,,,,,,,,,,,,,,
SRY,,"The mammalian genome contains a family of genes that are related to SRY, the mammalian sex determining gene.",,,HGNC/11311/sex determining region Y/0.85366,FA/03833/SRY family/0.85366,NCIT/C75528/SRY/0.85366,,,,,,,,,,,,,,
SUBJECT,,"Thirteen clinical case-control studies, which enrolled a total of 465 MM patients and 180 healthy subjects, were included in the meta-analysis.",0,0,,,,,,,,,,,,,,,,,
CHD,,"We identify functionally abnormal gene products throughout the pathway that are clearly associated with CHD, laterality, and HPE.",,,EFO/0001645/coronary heart disease/0.70732,EFO/0005207/congenital heart disease/0.70732,,,,,,,,,,,,,,,
adenoma,,"KLK11 mRNA expression was examined by semiquantitative PCR in 64 epithelial ovarian tumors (7 adenomas, 6 low malignant potential tumors, and 51 adenocarcinomas) and in 10 normal ovaries.",,,NCIT/C2855/adenoma/0.85366,,,,,,,,,,,,,,,,
P2RX7,,Our genetic association study supports the association between P2RX7 gene and severity of depressive symptoms in BPD patients.,,,HGNC/8537/purinergic receptor P2X 7/0.85366,,,,,,,,,,,,,,,,
cell-cell junction,,We tested the hypothesis that PAI-1 function plays a direct role in controlling vascular integrity and permeability by keeping endothelial cell-cell junctions intact.,,,GO/0005911/cell-cell junction/0.85366,,,,,,,,,,,,,,,,
INFECTION,,"No EGFR exons 18, 19, and 21 mutations were detected, EGFR promoter methylation status was identified in 98 samples, and HPV 16 infection was the first frequent HPV genotype.",0,0,,,,,,,,,,,,,,,,,
BRAIN,,"Hence, the aim of present study was to investigate the cortical expression of Myd88 in human contused brain.",0,0,,,,,,,,,,,,,,,,,
TISSUE,,The purpose of this study was to examine expression levels of the human tissue kallikrein 11 gene (KLK11) in epithelial ovarian tumors and to identify the relationship between KLK11 expression and pat,0,0,,,,,,,,,,,,,,,,,
AD,,To date approximately 80% of the late onset AD genetic variance remains elusive.,,,CVCL/M606/AD/0.85366,,,,,,,,,,,,,,,,
delta,,"In 99 consecutive patients with stable coronary artery disease (CAD) and without diabetes mellitus who were seen twice in our outpatient clinic (4-6 months apart) in 1998, Delta-HbA1c (follow-up HbA1c",,,NCIT/C102472/YY1/0.70379,NCIT/C106586/delta-like protein-1/0.70379,HGNC/9543/proteasome subunit beta 6/0.55745,HGNC/12856/YY1 transcription factor/0.55745,,,,,,,,,,,,,
HAPLOTYPE,,"No specific SNP or haplotype was associated with outcome after aSAH, whereas a weak association was observed for a tPA/PAI-1 genotype combination.",0,0,,,,,,,,,,,,,,,,,
CDC25B,,The growth-dependent expression of CDC25B was demonstrated by the increased expression in serum-stimulated and immortalized keratinocytes.,,,HGNC/1726/cell division cycle 25B/0.85366,NCIT/C104837/CDC25B/0.85366,,,,,,,,,,,,,,,
bcl-2,,"However, the overexpression of miR-214 reduced the anticancer effect of cantharidin on the proliferation and apoptosis of TSCC Tca8113 cells, inhibited p53 protein expression, and increased the Bcl-2/",,,NCIT/C49350/BCL2/0.85366,HGNC/990/BCL2, apoptosis regulator/0.85366,FA/00343/bcl-2 family/0.85013,NCIT/C18115/B-cell CLL lymphoma-2/0.70732,XFAM/PF00452/bcl-2/0.70379,,,,,,,,,,,
extracellular,,"The transmembrane dispositions of these enzymes are predicted and the catalytic sites are tentatively located in the 2nd and 3rd extracellular loops, thus suggesting that the type 2 PAPs may act as ec",,,GO/0005576/extracellular region/0.70732,,,,,,,,,,,,,,,,
PAI-1,,Residues Arg(76) and Lys(80) in PAI-1 were key elements mediating binding of nucleic acids to PAI-1.,,,UP/P05121/Plasminogen activator inhibitor 1/0.85366,UP/P22777/Plasminogen activator inhibitor 1/0.85366,NCIT/C16947/plasminogen activator inhibitor-1/0.70732,NCIT/C51407/SERPINE1/0.70732,HGNC/8583/serpin family E member 1/0.26825,,,,,,,,,,,,
INFECTION,,"EGFR Promoter Methylation, EGFR Mutation, and HPV Infection in Chinese Cervical Squamous Cell Carcinoma.",,,NCIT/C26726/infectious disorder/0.70379,,,,,,,,,,,,,,,,
biosynthesis,,"Therefore, in the present study we investigate the association of TPH2, the rate limiting enzyme in 5-HT biosynthesis and ITGB3, a serotonin quantitative trait locus with ASD in the Indian population.",,,NCIT/C17702/biosynthesis/0.85366,GO/0009058/biosynthetic process/0.70732,,,,,,,,,,,,,,,
CD64,,"At the time of suspected infection, infants with an infection demonstrated a lower percentage of HLA-DR+ monocytes (P = 0.02, area under the curve (AUC) 0.78), higher percentage of CD64+ neutrophils (",,,BE/CD64/CD64/1.0,NCIT/C104238/high affinity immunoglobulin gamma Fc receptor I/0.70732,HGNC/3613/Fc fragment of IgG receptor Ia/0.56098,,,,,,,,,,,,,,
ENVIRONMENT,,Transcription of the human immunodeficiency virus type 1 (HIV-1) genome depends on the intracellular environment where the integrate viral DNA is regulated by a complex interplay among viral regulator,0,0,,,,,,,,,,,,,,,,,
Peptide,,"Therefore, we propose that acetylation of the DNA binding domain of NF-kappaB aids in nuclear translocation and enhanced transcription and also suggest that the substrate specificity of CBP/p300 can b",,,CHEBI/16670/peptide/0.85013,,,,,,,,,,,,,,,,
ARNT,,The Ah receptor nuclear translocator gene (ARNT) is located on q21 of human chromosome 1 and on mouse chromosome 3 near Cf-3.,,,HGNC/700/aryl hydrocarbon receptor nuclear translocator/0.85366,NCIT/C52509/ARNT/0.85366,NCIT/C28553/aryl hydrocarbon receptor nuclear translocator/0.70732,,,,,,,,,,,,,,
oncogene,,The human oncogene INT1 has been mapped to chromosome band 12q13 by in situ hybridization.,,,NCIT/C16936/oncogene/0.85366,,,,,,,,,,,,,,,,
Xenograft,,"SPINT2 reexpression in MB cell lines reduced proliferative capacity, anchorage independent growth, cell motility in vitro, and increased overall survival times in vivo in a xenograft model (P<0.0001).",,,EFO/0003942/heterologous transplantation/0.70379,,,,,,,,,,,,,,,,
MANNER,,Enzymatically active PSA degraded the recombinant IGFBP-5 protein in a dose- and time-dependent manner and a serine protease inhibitor suppressed this degradation.,0,0,,,,,,,,,,,,,,,,,
SURFACE,,"Conversely, HEK293 cells engineered to express human SERT and an activated form of integrin beta3 exhibited enhanced SERT function that coincided with elevated SERT surface expression.",0,0,,,,,,,,,,,,,,,,,
DECOY,,A single amino acid substitution in the activation loop defines the decoy characteristic of VEGFR-1/FLT-1.,0,0,,,,,,,,,,,,,,,,,
skin fibroblast,,The survival rate of normal fibroblasts with time increase during 72 h. Low level of iNOS mRNA/protein expression and NO production was detected in normal human skin fibroblasts.,,,CO/0002620/skin fibroblast/0.85366,,,,,,,,,,,,,,,,
endothelial cell,,"In primary human endothelial cells, low concentrations of H(2)O(2) stimulated the rapid phosphorylation of the acidic C-terminal domain (ACD) of heterogeneous nuclear ribonucleoprotein C (hnRNP-C), a ",,,BTO/0001176/endothelial cell/0.85366,CO/0000115/endothelial cell/0.85366,,,,,,,,,,,,,,,
rheumatic heart disease,,"Moreover, USP4 and IL-17 mRNA, but not RORγt mRNA, were significantly elevated in CD4 (+) T cells from patients with rheumatic heart disease.",,,NCIT/C34882/rheumatic heart disease/0.85366,EFO/1001161/rheumatic heart disease/0.85013,,,,,,,,,,,,,,,
SURFACE,,We further demonstrate that the maturation-dependent down-regulation of MARCH I is a key event in MHC class II up-regulation at the surface of LPS-activated DCs.,0,0,,,,,,,,,,,,,,,,,
PLCgamma,,"Signaling pathway inhibitors show that Neu-mediated SLK activation is dependent on MEK, PI3K, PLCgamma and Shc signaling.",,,BE/PLCG/PLCG/0.85361,NCIT/C126114/phospholipase C gamma/0.70732,,,,,,,,,,,,,,,
MSC,,Results showed that PTH (1-34) inhibited expression of COL10 in MSCs from OA patients in a time-dependent manner.,,,CO/0000134/mesenchymal stem cell/0.56098,,,,,,,,,,,,,,,,
p300,,Reactive Oxygen Species (ROS) Mediate p300-dependent STAT1 Protein Interaction with Peroxisome Proliferator-activated Receptor (PPAR)-γ in CD36 Protein Expression and Foam Cell Formation.,,,NCIT/C17804/E1A binding protein-p300/0.70732,NCIT/C52127/EP300/0.70732,HGNC/3373/E1A binding protein p300/0.56098,UP/Q01705/Neurogenic locus notch homolog protein 1/0.56098,,,,,,,,,,,,,
GENE,,"We selected 1,001 women with early onset nonfamilial invasive breast cancer from the Prospective study of Outcomes in Sporadic versus Hereditary breast cancer (POSH) cohort and genotyped 206 single nu",0,0,,,,,,,,,,,,,,,,,
LV,,We tested the hypothesis that high plasma FGF-23 concentration is associated with LV dysfunction in 110 chronic dialysis patients from the Homocysteine study who had paired echocardiograms performed f,,,CHEBI/73579/Leu-Val/0.56098,,,,,,,,,,,,,,,,
G-alpha,,Proteasome involvement in the degradation of the G(q) family of Galpha subunits.,,,BE/G_alpha/G-alpha/0.99995,FA/01401/G-alpha family/0.85361,,,,,,,,,,,,,,,
HAND,,"On one hand, miR-124 was a positively regulated target gene of the AR, on the other hand, overexpression of miR-124 inhibited the expression of AR.",0,0,,,,,,,,,,,,,,,,,
SERUM,,"Overt hypothyroid subjects showed significantly raised serum urea, creatinine and uric acid levels as compared to controls whereas subclinical hypothyroid patients showed significant increased levels ",0,0,,,,,,,,,,,,,,,,,
ASIAN,,Ethnicity-stratified analysis showed that the aberrant methylation of p15 (INK4b) was significantly related with the risk of MM among both Caucasians and Asians (all P < 0.05).,0,0,,,,,,,,,,,,,,,,,
GSTP1,,"Interestingly, increased glaucoma risk was associated with the combined GSTM1 and GSTT1 null genotypes (OR, 2.20; 95% CI, 1.47-3.31), and with the combined GSTM1 null and GSTP1 Val genotypes (OR, 1.86",,,HGNC/4638/glutathione S-transferase pi 1/0.85366,NCIT/C51028/GSTP1/0.85366,NCIT/C18049/glutathione S-transferase-Pi/0.70732,,,,,,,,,,,,,,
MEAN-VALUE,,"The mean value of relative KLK11 expression ratio was significantly higher in ovarian tumor samples than in normal ovary samples (compared with normal samples: adenoma, P = 0.0006; low malignant poten",0,0,,,,,,,,,,,,,,,,,
LATERALITY,,"Abnormalities of embryonic patterning are hypothesized to underlie many common congenital malformations in humans including congenital heart defects (CHDs), left-right disturbances (L-R) or laterality",0,0,,,,,,,,,,,,,,,,,
Mimic,,"miR-370 mimic transfection also significantly increased HUVECs migration and induced the formation of capillary-like structures in HUVECs, indicated that miR-370 promoted capillary tube formation in v",,,CVCL/Z366/SfSWT-1/0.70379,,,,,,,,,,,,,,,,
PATIENT,,Inhibition of VEGF signaling leads to a proinvasive phenotype in mouse models of glioblastoma multiforme (GBM) and in a subset of GBM patients treated with bevacizumab.,0,0,,,,,,,,,,,,,,,,,
platelet,,"We have also demonstrated that fibrinogen, an activator of integrin alphaIIbbeta3, enhances SERT activity in human platelets and that integrin alphaIIbbeta3 interacts directly with the C terminus of S",,,CO/0000233/platelet/0.85366,,,,,,,,,,,,,,,,
skin fibroblast,,"The proliferation activity, expression of iNOS mRNA/protein and NO production of human skin fibroblasts at different time points after irradiation of different dosages of UVA were measured by MTT assa",,,CO/0002620/skin fibroblast/0.85366,,,,,,,,,,,,,,,,
receptor,,"This suggests that residue 440 in the C4 region, which is close to the V3 loop in the three-dimensional structure, is critical in determining which second receptor is used.",,,GO/0004872/receptor activity/0.85366,NCIT/C18106/receptor/0.85366,,,,,,,,,,,,,,,
P50,,"Here, we show that the p50 subunit as well as the p50/p65 of NF-kappaB, and not other factors such as SP1, TFIIB, polymerase II, TFIIA, or p65, can be acetylated by CBP/p300 HAT domain.",,,NCIT/C51382/TNFRSF5/0.70732,NCIT/C94298/NFKB1/0.70732,NCIT/C97200/ARHGEF7/0.70379,HGNC/11919/CD40 molecule/0.56098,HGNC/7794/nuclear factor kappa B subunit 1/0.56098,UP/P83939/Secernin-1/0.56098,UP/P23061/Spindolin/0.56098,UP/Q05894/Spindolin/0.56098,UP/Q28618/Nuclease-sensitive element-binding protein 1/0.56098,HGNC/15607/Rho guanine nucleotide exchange factor 7/0.55745,UP/P38644/Unknown protein from 2D-PAGE of fibroblasts/0.55745,PR/000035834/nuclear factor NF-kappa-B p50 subunit/0.41463,,,,,
TISSUE,,The purpose of this study was to examine expression levels of the human tissue kallikrein 11 gene (KLK11) in epithelial ovarian tumors and to identify the relationship between KLK11 expression and pat,0,0,,,,,,,,,,,,,,,,,
UNDERSTAND,,"However, its function in digital replantation is poorly understood.",0,0,,,,,,,,,,,,,,,,,
IP,,"Incontinentia pigmenti (IP) is an X-linked dominant disorder characterized by abnormal skin pigmentation, retinal detachment, anodontia, alopecia, nail dystrophy and central nervous system defects.",,,CVCL/F561/IP/0.85366,,,,,,,,,,,,,,,,
AR,,"On one hand, miR-124 was a positively regulated target gene of the AR, on the other hand, overexpression of miR-124 inhibited the expression of AR.",,,HGNC/644/androgen receptor/0.85366,UP/P22570/NADPH:adrenodoxin oxidoreductase, mitochondrial/0.85366,UP/Q61578/NADPH:adrenodoxin oxidoreductase, mitochondrial/0.85366,UP/P23901/Aldose reductase/0.85366,NCIT/C51572/AR/0.85366,NCIT/C17063/androgen receptor/0.70732,NCIT/C20431/amphiregulin/0.70732,NCIT/C51416/AREG/0.70732,HGNC/381/aldo-keto reductase family 1 member B/0.56098,UP/etc/None/0.12195,,,,,
AD,,"Ataxin 1 (ATXN1) is one of these four AD candidate genes and has been indicated to be the disease gene for spinocerebellar ataxia type 1, which is also a neurodegenerative disease.",,,XFAM/PF09793/AD/0.70732,,,,,,,,,,,,,,,,
hTERT,,"Southwestern and chromatin immunoprecipitation experiments demonstrated lack of p53 binding to the hTERT promoter, raising the possibility of an indirect repressive mechanism.",,,NCIT/C52497/TERT/0.70732,,,,,,,,,,,,,,,,
nicastrin,,The glycoprotein nicastrin was recently identified as a functional unit of this complex based on 1) binding to PS and 2) the ability to modulate Abeta production following mutation of a conserved DYIG,,,HGNC/17091/nicastrin/0.85366,UP/Q92542/Nicastrin/0.85366,UP/P57716/Nicastrin/0.85366,UP/Q8GUM5/Nicastrin/0.85366,FA/02469/nicastrin family/0.85366,XFAM/PF05450/nicastrin/0.70732,,,,,,,,,,,
autophagy,,"In mechanistic studies, we show that TRIMs associate with autophagy factors and act as platforms assembling ULK1 and Beclin 1 in their activated states.",,,GO/0006914/autophagy/0.85366,NCIT/C71427/autophagy/0.85366,GO/0016236/macroautophagy/0.41463,,,,,,,,,,,,,,
CDC25B,,"Indirubin, an acting component of indigo naturalis, inhibits EGFR activation and EGF-induced CDC25B gene expression in epidermal keratinocytes.",,,HGNC/1726/cell division cycle 25B/0.85366,NCIT/C104837/CDC25B/0.85366,,,,,,,,,,,,,,,
Mimic,,FOXO1 overexpression vector lacked 3'-UTR together with miR-370 mimic transfection strongly abrogated miR-370-induced cell proliferation and the formation of capillary-like structures in HUVECs.,,,MESH/C082026/tebufenozide/0.55745,,,,,,,,,,,,,,,,
PATIENT,,Results showed that PTH (1-34) inhibited expression of COL10 in MSCs from OA patients in a time-dependent manner.,0,0,,,,,,,,,,,,,,,,,
hTERT,,Because c-MYC overexpression is correlated with progressive disease - due to colon adenocarcinoma dedifferentiation - inhibition of its activity combined with h-TERT regulated expression is a new targ,,,NCIT/C52497/TERT/0.70732,,,,,,,,,,,,,,,,
transcriptional regulation,,Transcriptional regulation of the TERT gene is a major cause of the cancer-specific increase in telomerase activity.,,,NCIT/C19077/transcriptional regulation/0.85366,,,,,,,,,,,,,,,,
SUBJECT,,"Overt hypothyroid subjects showed significantly raised serum urea, creatinine and uric acid levels as compared to controls whereas subclinical hypothyroid patients showed significant increased levels ",0,0,,,,,,,,,,,,,,,,,
INFECTION,,"EGFR Promoter Methylation, EGFR Mutation, and HPV Infection in Chinese Cervical Squamous Cell Carcinoma.",,,NCIT/C26726/infectious disorder/0.70379,,,,,,,,,,,,,,,,
class III,,These data suggest the importance of examining both HLA genes and genes in the class III region as part of the extended haplotypes useful in understanding genomic drivers regulating immune responses t,,,FA/05025/class III subfamily/0.85366,,,,,,,,,,,,,,,,
type 2 phosphatidic acid phosphatase,,Molecular characterization of the type 2 phosphatidic acid phosphatase.,,,BE/PPAP2/PPAP2/0.85366,,,,,,,,,,,,,,,,
CLINIC,,"High KLK11 mRNA expression and clinical stage remained significantly associated with overall survival (P = 0.0225 and P = 0.0202, respectively) after multivariate analysis.",0,0,,,,,,,,,,,,,,,,,
RS,,"Moreover, interaction of ITGB3 marker, rs15908 with TPH2 markers was found to be significant and influenced by the sex of the probands.",0,0,,,,,,,,,,,,,,,,,
MARKER,,"After adjustment for demographics, baseline EF, hypertension, diabetes, cardiovascular disease, body mass index, systolic blood pressure, hemoglobin and markers of mineral metabolism, participants wit",0,0,,,,,,,,,,,,,,,,,
laryngeal carcinoma,,Nuclear MASPIN expression relates to a better prognosis in elderly patients with laryngeal carcinoma.,,,NCIT/C4855/laryngeal carcinoma/0.85366,,,,,,,,,,,,,,,,
sepsis,,"Levels of PCT were significantly higher in cases with sepsis, severe sepsis or septic shock compared with cases who developed systemic inflammatory response syndrome (SIRS), however levels of CRP were",,,NCIT/C3364/septicemia/0.70732,,,,,,,,,,,,,,,,
deubiquitinase,,"We report that Th17 cells highly express the deubiquitinase ubiquitin-specific protease (USP)4, which is essential for maintaining RORγt and Th17 cell function.",,,GO/0004843/thiol-dependent ubiquitin-specific protease activity/0.70732,UP/A7ZP88/Protease ElaD/0.56098,UP/Q8XCY9/Protease ElaD/0.56098,UP/Q47013/Protease ElaD/0.56098,,,,,,,,,,,,,
embryonic,,TEA domain (TEAD) proteins are highly conserved transcription factors involved in embryonic development and differentiation of various tissues.,,,UP/P02301/Histone H3.3C/0.56098,,,,,,,,,,,,,,,,
MOLECULE,,"In the present study, we investigated the potential effect of eupatilin on cell growth and its molecular mechanism of action in human endometrial cancer cells.",0,0,,,,,,,,,,,,,,,,,
forkhead box protein O1,,"Furthermore, forkhead box protein O1 (FOXO1) was identified as the functional target of miR-370 by dual-luciferase reporter assay.",,,UP/Q12778/Forkhead box protein O1/0.85366,UP/Q9R1E0/Forkhead box protein O1/0.85366,NCIT/C26207/forkhead box-O1A protein/0.70732,,,,,,,,,,,,,,
P,,"Furthermore, our results also illustrated a strong positive correlation between p16 (INK4a) promoter methylation and the pathogenesis of MM among Asians (OR = 5.17, 95 %CI = 3.45 ~ 7.74, P < 0.001), b",0,0,,,,,,,,,,,,,,,,,
ARROW,,"Low-density-lipoprotein receptor-related proteins 5 and 6 (Lrp5 and Lrp6) in vertebrates, and their Drosophila ortholog Arrow, are single-span transmembrane proteins that are indispensable for Wnt/bet",0,0,,,,,,,,,,,,,,,,,
keratinocyte,,The activation of EGFR and the effect of EGF on the cell proliferation and CDC25B expression were also investigated in epidermal keratinocytes.,,,BTO/0000667/keratinocyte/0.85366,CO/0000312/keratinocyte/0.85366,,,,,,,,,,,,,,,
